1.0,1.0,1.0,0.0,1.0,2.0,0.0674079557095639,15.684514792556465,0.6189614273960153,1
1.0,0.0,0.0,0.0,0.0,2.0,0.037744888801689,14.146394554689486,0.7414971777649868,2
1.0,0.0,2.0,0.0,1.0,2.0,0.10274878108405902,24.228096245892655,-0.07916579202356977,3
1.0,0.0,0.0,0.0,2.0,1.0,0.028248997808695372,8.597446598447169,0.7298406912309103,4
1.0,0.0,0.0,0.0,2.0,2.0,0.059548712377678094,14.699989752309778,0.24388026800412888,5
1.0,0.0,0.0,0.0,1.0,1.0,0.04123569454233764,17.526401631954137,0.33017128168949383,6
1.0,1.0,0.0,0.0,0.0,1.0,0.023294900915448585,6.635119127024184,0.46227272755825755,7
1.0,1.0,1.0,0.0,1.0,0.0,0.017324746552218162,4.394608872401161,0.967032912328445,8
1.0,0.0,0.0,0.0,1.0,2.0,0.04275842892248369,14.918611113574313,0.7955812854844035,9
1.0,0.0,0.0,0.0,0.0,1.0,0.03752337054404765,19.403781871591317,0.6563671188234528,10
1.0,0.0,1.0,0.0,2.0,2.0,0.05915639763196866,15.880218162653058,0.45853877486056405,11
1.0,0.0,0.0,0.0,2.0,2.0,0.060352564414614514,15.29233237732099,0.32942875528857807,12
1.0,0.0,0.0,0.0,2.0,2.0,0.03876576063732679,18.710134193086123,0.5863734799963266,13
1.0,1.0,0.0,0.0,0.0,2.0,0.019637146854790278,2.031637738899295,0.7542702840753841,14
1.0,0.0,0.0,0.0,0.0,1.0,0.04053970518818262,25.930345170763953,0.10832664375985324,15
1.0,0.0,0.0,0.0,2.0,0.0,0.016904558426844345,7.225891643119792,-0.1392725397121306,16
1.0,0.0,0.0,0.0,2.0,1.0,0.01585493508410033,4.157252496121298,0.8783609679624125,17
1.0,0.0,0.0,0.0,1.0,1.0,0.012707992406751242,3.24103739745363,0.8591313613803755,18
1.0,1.0,1.0,0.0,2.0,0.0,0.03196779903159867,22.424673789499415,0.4142605486234149,19
1.0,2.0,1.0,0.0,0.0,1.0,0.07827928862893753,31.992440875645954,-0.06510739106443375,20
1.0,0.0,0.0,0.0,2.0,1.0,0.0485746379785839,45.61184101482067,0.23563871578870677,21
1.0,0.0,1.0,0.0,2.0,2.0,0.016166725902092137,7.330493387732194,0.8266146560476935,22
1.0,1.0,2.0,0.0,0.0,0.0,0.047550173269123724,30.37212950224249,-1.9535401203301412,23
1.0,0.0,0.0,0.0,2.0,2.0,0.036884802752493735,19.519381309567358,0.21427823225549647,24
